customer_id,first_name,last_name,email,phone,address,city,state,zip_code,country,registration_date,customer_segment,created_at
CUST0153,Marcus,Mcintyre,apearson@example.org,(378)818-3658x3590,719 Fuller Ridge,Carpenterbury,CO,05028,USA,2024-06-24,Gold,2026-02-06 11:20:29.841227
CUST0154,Todd,Castaneda,ojones@example.com,001-283-552-3263x885,15260 Jackson Club Apt. 451,Lake Barry,AL,01653,USA,2024-04-18,Bronze,2026-02-06 11:20:29.841485
CUST0155,Brian,Molina,georgestacey@example.com,+1-705-535-4850,4213 Carroll Route Suite 792,Alvarezbury,NM,50946,USA,2024-07-04,Bronze,2026-02-06 11:20:29.841787
CUST0156,Erin,Thomas,djohnson@example.net,436-823-1038x751,911 Harvey Loop,Sarahberg,VA,58517,USA,2025-12-18,Gold,2026-02-06 11:20:29.842042
CUST0157,Amber,Riley,johnpalmer@example.org,+1-587-895-4930x60579,1585 Bradley Pine,Lowefort,GA,94552,USA,2026-01-01,Silver,2026-02-06 11:20:29.842345
CUST0158,Elizabeth,Campbell,kristinasmith@example.net,001-423-845-0842,667 Diaz Curve,Dunnfort,WA,78178,USA,2025-02-23,Bronze,2026-02-06 11:20:29.842638
CUST0159,Shawn,Johnson,balljohn@example.org,343-448-9798x34885,18037 Drake Fort,Michelleview,MD,66440,USA,2024-06-29,Platinum,2026-02-06 11:20:29.842916
CUST0160,Katelyn,Watson,ksweeney@example.org,+1-380-246-0864x23129,4869 Andrew Springs Suite 689,Wesleyport,OR,74920,USA,2025-05-07,Gold,2026-02-06 11:20:29.843159
CUST0161,Sarah,Smith,yvonnegarcia@example.com,7912379429,0999 Donna Turnpike Suite 868,South Emilybury,DE,71034,USA,2024-08-31,Bronze,2026-02-06 11:20:29.843424
CUST0162,Timothy,Garrett,epeters@example.com,632.967.7872x176,468 Lisa Crescent,South Michael,LA,46863,USA,2024-10-04,Gold,2026-02-06 11:20:29.843658
CUST0163,Steven,Williams,williamsonkathryn@example.com,+1-409-295-8043x383,7949 Hernandez Circle Apt. 876,New Amyshire,SD,02795,USA,2024-03-01,Platinum,2026-02-06 11:20:29.843941
CUST0164,Kelly,Adams,matthewallen@example.net,717.626.0599x8151,325 Jessica Divide Apt. 570,Tinafort,MS,06020,USA,2024-07-15,Bronze,2026-02-06 11:20:29.844211
CUST0165,Amber,Stewart,hensongavin@example.org,+1-310-680-0753,81648 Nicholas Circles Apt. 131,Ramosbury,MN,70441,USA,2024-11-30,Silver,2026-02-06 11:20:29.844515
CUST0166,Terri,Fernandez,smithandrea@example.net,+1-953-628-3170x5361,756 Marshall Extensions,East Nicholasburgh,CA,82075,USA,2024-04-07,Bronze,2026-02-06 11:20:29.844799
CUST0167,Brendan,Moore,suzanne56@example.com,(965)892-2485,3608 Francis Village Suite 142,Lake Carolyn,MA,16843,USA,2024-02-24,Silver,2026-02-06 11:20:29.845037
CUST0168,William,Jones,cmartin@example.net,549-688-8021,686 Barnes Union,Ericaport,DE,92553,USA,2024-11-16,Gold,2026-02-06 11:20:29.845280
CUST0169,Sherry,Diaz,corey32@example.org,399.401.2832,384 Joseph Street,Benitezville,CA,87710,USA,2024-03-08,Gold,2026-02-06 11:20:29.845513
CUST0170,Michelle,Phelps,scott78@example.org,252-279-7422,37188 Danny Locks Apt. 662,Kirbyton,TX,02875,USA,2024-05-01,Platinum,2026-02-06 11:20:29.845752
CUST0171,William,Powell,swansonjonathan@example.net,+1-772-377-0808x66772,04437 Tyler Manors Suite 363,Morrisshire,FL,49082,USA,2025-12-23,Gold,2026-02-06 11:20:29.846042
CUST0172,Angela,Baker,james25@example.com,001-558-268-7756x5907,33484 Joseph Hills Suite 834,Hendersonton,DE,57880,USA,2025-03-30,Gold,2026-02-06 11:20:29.846281
CUST0173,Susan,Brown,wangjulie@example.com,642.677.0382x1617,420 Mitchell Knolls,Alexanderville,IL,22260,USA,2025-11-04,Silver,2026-02-06 11:20:29.846576
CUST0174,Ronald,Davis,dhicks@example.net,346-738-2189x0629,447 Anita Plains,New Jessica,AR,64434,USA,2025-06-19,Platinum,2026-02-06 11:20:29.846815
CUST0175,Eric,Wilkins,pattonashley@example.net,(552)728-2892,57414 Patricia Locks Apt. 875,Aaronland,NJ,90048,USA,2024-03-04,Bronze,2026-02-06 11:20:29.847084
CUST0176,Janet,Mullen,lindapark@example.org,424-550-7156x4190,45999 Torres Garden,Lake Kathryn,TX,79945,USA,2026-01-23,Platinum,2026-02-06 11:20:29.847367
CUST0177,Michael,Stevenson,nathanleblanc@example.com,833.791.8797x3908,4787 Bradley Crescent Suite 834,Bradmouth,AS,07953,USA,2025-10-14,Platinum,2026-02-06 11:20:29.847648
CUST0178,Melissa,Thomas,mwiley@example.org,736.217.9831x449,84514 Catherine Light Apt. 113,East Joshuafurt,ND,92924,USA,2025-09-12,Silver,2026-02-06 11:20:29.847889
CUST0179,Michael,Hudson,cgarcia@example.org,+1-783-879-5701,3039 Janet Highway,Rhondatown,MN,83529,USA,2024-09-05,Bronze,2026-02-06 11:20:29.848129
CUST0180,Shawn,Ray,susan66@example.net,001-334-784-4218x19396,3328 Marie Corners,South Bobbyborough,TX,13921,USA,2024-12-24,Silver,2026-02-06 11:20:29.848355
CUST0181,James,Riggs,brittanyhowell@example.com,513-780-9140x36470,1952 Emily Dam,Ramosshire,PW,24183,USA,2024-06-16,Platinum,2026-02-06 11:20:29.848728
CUST0182,Teresa,Flores,aliciatrevino@example.net,266.233.1529,4325 Contreras River,Codyburgh,KS,60805,USA,2025-02-25,Platinum,2026-02-06 11:20:29.849019
CUST0183,William,Smith,reedjordan@example.net,+1-740-602-1703x284,01067 Leah Court,Kelseyhaven,FM,81421,USA,2024-02-25,Bronze,2026-02-06 11:20:29.849285
CUST0184,Erik,Smith,meagan09@example.com,+1-852-829-4890x0831,059 Dale Burg Apt. 853,Michaelton,NH,34784,USA,2024-12-12,Gold,2026-02-06 11:20:29.849747
CUST0185,Joseph,Galvan,codyscott@example.com,(623)955-7699x73914,357 Walker Landing,Nathanielfort,VA,35277,USA,2025-12-05,Platinum,2026-02-06 11:20:29.850049
CUST0186,Pamela,Williamson,clara@example.com,001-801-713-9063x6680,503 Fox Junctions Suite 606,South Alyssa,FL,66449,USA,2025-06-01,Gold,2026-02-06 11:20:29.850414
CUST0187,Pamela,Calderon,ygreene@example.net,+1-850-385-7129x36966,0026 Jonathan Spurs,Stephaniechester,CA,49741,USA,2024-09-29,Platinum,2026-02-06 11:20:29.850741
CUST0188,Michele,Harris,daniel42@example.com,001-930-276-8286,8372 Wright Island,Boyerport,IL,61970,USA,2025-04-07,Bronze,2026-02-06 11:20:29.851011
CUST0189,Michael,Ochoa,smithsusan@example.com,267.593.1237,614 Jesse Turnpike Suite 673,New Rachelstad,PW,21103,USA,2025-02-05,Bronze,2026-02-06 11:20:29.851303
CUST0190,Nathan,Obrien,wporter@example.net,001-308-388-8280,297 Rogers Street Apt. 778,Hillborough,WI,64612,USA,2024-11-05,Silver,2026-02-06 11:20:29.851579
CUST0191,Arthur,Beltran,riosgina@example.com,946-528-0846,602 Bishop Brooks,Lake Johnmouth,PA,96837,USA,2026-01-19,Platinum,2026-02-06 11:20:29.851869
CUST0192,Brittany,Brown,williamstodd@example.net,863-496-0066,4737 Thomas Corner,South Victorburgh,MO,87726,USA,2025-07-05,Bronze,2026-02-06 11:20:29.852154
CUST0193,Charlotte,Nguyen,cynthia90@example.net,800-682-2772x15514,338 Greene Station Apt. 338,Bankston,LA,21848,USA,2025-06-02,Silver,2026-02-06 11:20:29.852414
CUST0194,Sandra,Velez,uhansen@example.org,7532633055,557 Kathryn Trafficway,Davidhaven,NV,51324,USA,2024-06-01,Bronze,2026-02-06 11:20:29.852654
CUST0195,Justin,Adams,odavis@example.net,+1-508-780-0670x77500,494 Cox Cliff,New Markfort,IL,66062,USA,2025-02-23,Silver,2026-02-06 11:20:29.852908
CUST0196,James,Velazquez,williamsbrittany@example.net,379-511-4745x293,190 Rebecca Gardens,South Elizabeth,CT,29576,USA,2024-10-28,Bronze,2026-02-06 11:20:29.853170
CUST0197,Angela,Herrera,kjohnson@example.org,367-682-1614x423,7671 Summer Motorway,Robertbury,SC,94529,USA,2024-06-10,Silver,2026-02-06 11:20:29.853433
CUST0198,Amber,Miller,bettywood@example.com,(714)996-9271,7543 Diaz Dale Suite 771,Patriciaberg,MH,74285,USA,2024-05-30,Silver,2026-02-06 11:20:29.853715
CUST0199,Thomas,Wheeler,tammie04@example.org,(637)707-4653,05548 Megan Glen,Port Matthewburgh,WA,63008,USA,2024-10-15,Platinum,2026-02-06 11:20:29.853937
CUST0200,Sabrina,Wright,gregorysmith@example.org,369-474-7611x283,429 Ashley Mission Suite 905,Davisside,VT,12210,USA,2024-03-09,Silver,2026-02-06 11:20:29.854229
