customer_id,first_name,last_name,email,phone,address,city,state,zip_code,country,registration_date,customer_segment,created_at
CUST0153,Daniel,Ellis,kayla63@example.com,844-719-6318x6391,75910 Camacho Road Apt. 996,Lesliechester,TX,22551,USA,2025-05-13,Platinum,2026-02-07 10:35:18.124015
CUST0154,Joseph,Smith,rossmichael@example.org,988.723.9560,637 Rose Brook Suite 769,Deniseberg,MN,12878,USA,2024-06-15,Silver,2026-02-07 10:35:18.124279
CUST0155,Robert,Miles,allennancy@example.org,3775265300,2759 Chavez Rest,New Jillfort,AL,67640,USA,2025-11-11,Silver,2026-02-07 10:35:18.124568
CUST0156,Amy,Pennington,janebryant@example.com,328-701-9134,81198 Barbara Shoals,South Stephaniestad,LA,95119,USA,2024-11-10,Gold,2026-02-07 10:35:18.124831
CUST0157,Isaiah,Lopez,bradley77@example.net,722.674.6102x4277,698 Ronald Ways Apt. 935,Phillipbury,ND,89331,USA,2024-05-03,Silver,2026-02-07 10:35:18.125067
CUST0158,Elizabeth,Fleming,lindacarr@example.com,594.960.0434x93179,79717 Amber Villages,Saundersburgh,ME,68147,USA,2024-12-12,Gold,2026-02-07 10:35:18.125341
CUST0159,Mark,Lucas,whiteheadjonathan@example.net,2282084528,882 Erickson Parkways,Helenburgh,OR,46688,USA,2025-04-24,Silver,2026-02-07 10:35:18.125627
CUST0160,Dawn,Moore,matthew63@example.org,550.999.4101x28722,1762 Kennedy Forges Apt. 668,Timothychester,AL,04147,USA,2024-08-29,Silver,2026-02-07 10:35:18.125867
CUST0161,James,Howard,mary31@example.net,001-591-209-4391x54054,66191 Baldwin Terrace,Melissastad,OR,98524,USA,2024-07-19,Platinum,2026-02-07 10:35:18.126100
CUST0162,Jacqueline,Huffman,mariahughes@example.com,(485)675-1626,6337 Raymond Turnpike Suite 001,Wilkersonborough,TX,23682,USA,2026-02-03,Bronze,2026-02-07 10:35:18.126400
CUST0163,Justin,Watkins,brucechen@example.net,001-926-899-9442x85209,78304 Farrell Squares Apt. 653,Lake Melissa,OK,44054,USA,2025-12-31,Gold,2026-02-07 10:35:18.126692
CUST0164,Amanda,Miller,richard19@example.net,(932)795-8544x8273,25342 Amanda Prairie Suite 184,Lake Jacobtown,IN,05212,USA,2024-09-10,Bronze,2026-02-07 10:35:18.126922
CUST0165,Ashley,Phillips,tyoung@example.com,942.868.4020,31626 Peterson Ridge,West Luis,NJ,52402,USA,2025-07-01,Silver,2026-02-07 10:35:18.127167
CUST0166,Samantha,Powell,mnelson@example.com,+1-303-629-1603,957 Gamble Villages Suite 477,West Josephview,FL,42281,USA,2025-07-16,Gold,2026-02-07 10:35:18.128424
CUST0167,Joseph,Santos,ilee@example.net,+1-247-917-7477,88366 Martin Estate,West Aaronside,VI,45960,USA,2024-04-27,Bronze,2026-02-07 10:35:18.129522
CUST0168,Linda,Jensen,kimberly36@example.net,373-875-5397x6600,6274 Kathleen Estate,Kingstad,ND,30628,USA,2024-09-09,Bronze,2026-02-07 10:35:18.130656
CUST0169,David,Summers,rebeccahurst@example.org,001-673-287-2607x3554,8986 Melissa Rapid,West Jessicaburgh,DC,02851,USA,2025-03-03,Gold,2026-02-07 10:35:18.131434
CUST0170,Valerie,Davis,umcbride@example.com,542.245.7430x000,73599 Clark Extension,Port Eric,MD,68551,USA,2025-12-17,Bronze,2026-02-07 10:35:18.131733
CUST0171,Jennifer,Olson,claudiayoder@example.com,001-485-385-7970,97804 Lucas Drives,New Leslieview,AR,72238,USA,2024-07-07,Silver,2026-02-07 10:35:18.132022
CUST0172,Omar,Williams,christinabean@example.com,+1-479-600-3556x9788,157 Torres Ranch Suite 754,North Yolanda,NY,58312,USA,2025-02-12,Silver,2026-02-07 10:35:18.132325
CUST0173,Samantha,Wade,xcaldwell@example.com,418-860-2645x740,183 Julia Highway Apt. 434,Johnchester,PW,47607,USA,2025-10-30,Gold,2026-02-07 10:35:18.132595
CUST0174,Larry,Wright,eric40@example.org,001-487-812-0304x255,3708 Frederick Extension Suite 771,Amyburgh,CT,54135,USA,2025-08-15,Platinum,2026-02-07 10:35:18.132845
CUST0175,Shannon,Petersen,sararobles@example.com,+1-517-347-3073x14962,3790 Hart Squares,Paulmouth,NJ,38301,USA,2025-02-09,Gold,2026-02-07 10:35:18.133135
CUST0176,Kenneth,Black,gloria63@example.net,462.540.5051,8340 Brock Pike Suite 045,East Brianmouth,GU,65934,USA,2025-02-22,Bronze,2026-02-07 10:35:18.133380
CUST0177,Stephanie,Hall,travisdennis@example.org,620-555-7278x0330,8506 Kyle Meadows,South Anthonymouth,TX,84015,USA,2024-09-23,Gold,2026-02-07 10:35:18.133668
CUST0178,Mariah,Nelson,williamsmith@example.com,923-267-8329x608,27975 Holmes Summit,Campbellfort,KS,27002,USA,2025-03-06,Bronze,2026-02-07 10:35:18.133955
CUST0179,James,Harmon,madison54@example.com,733.970.7068,0161 Clarke Well Suite 209,Taylorburgh,NE,44447,USA,2024-10-04,Bronze,2026-02-07 10:35:18.134208
CUST0180,Ryan,Jacobs,thomasjill@example.com,001-406-668-9964,545 Garner Shoals,Josephtown,DE,70437,USA,2025-11-05,Platinum,2026-02-07 10:35:18.134516
CUST0181,Carlos,Park,eric39@example.net,7123949512,194 Murray Islands Apt. 697,Lake Angela,NE,00795,USA,2024-03-12,Gold,2026-02-07 10:35:18.134757
CUST0182,Mackenzie,Williams,travisguzman@example.org,+1-472-698-0893x06970,020 Amber Pines,Mcguirefort,AR,07302,USA,2024-10-13,Silver,2026-02-07 10:35:18.135036
CUST0183,Zachary,Burton,agregory@example.org,001-574-985-8244x213,6593 Lisa Cliff,Andrewsland,ND,75298,USA,2024-12-02,Platinum,2026-02-07 10:35:18.135289
CUST0184,Lynn,Copeland,qgarcia@example.com,484-914-0486x2519,6142 Isabella Bridge,South Michael,LA,59453,USA,2025-03-18,Gold,2026-02-07 10:35:18.135544
CUST0185,Donald,Mccoy,brenda48@example.net,373.895.0104x31071,02973 Michael Dale,Lake Joshuaville,GU,84014,USA,2024-12-01,Platinum,2026-02-07 10:35:18.135768
CUST0186,Matthew,Herrera,donnahobbs@example.net,+1-489-202-8988x69449,0961 Stephens Bridge Apt. 332,East Scottburgh,NJ,62043,USA,2024-07-27,Bronze,2026-02-07 10:35:18.136048
CUST0187,Ricky,Diaz,brooke22@example.net,869.257.2786,60720 Susan Stream Apt. 286,Lake Shane,NM,19578,USA,2025-05-25,Gold,2026-02-07 10:35:18.136278
CUST0188,Heidi,Walker,jenna98@example.org,001-229-537-7008x0025,67626 Brewer Place Apt. 812,New Luke,SC,51607,USA,2024-04-09,Silver,2026-02-07 10:35:18.136541
CUST0189,Jordan,Turner,riverspedro@example.com,923.866.1482x01800,289 Bryan Rapid,Joshuahaven,NH,12811,USA,2024-12-14,Gold,2026-02-07 10:35:18.136804
CUST0190,Gregory,Kane,robert64@example.com,916-497-8432,9312 Yates Ports Apt. 734,North Karenfurt,IA,58415,USA,2026-01-30,Silver,2026-02-07 10:35:18.137039
CUST0191,David,Simpson,garciamike@example.net,(981)688-5944x9544,908 Williams Radial,Tammyburgh,KS,11319,USA,2024-04-19,Silver,2026-02-07 10:35:18.137313
CUST0192,Jacqueline,Marks,hendersonmax@example.com,2882593510,6115 Hector Well Suite 980,Ballfort,ID,95559,USA,2025-11-23,Silver,2026-02-07 10:35:18.137651
CUST0193,Derrick,Davis,matthew68@example.net,001-643-702-1514,338 Henderson Summit,East Eugenemouth,MD,67101,USA,2025-04-18,Silver,2026-02-07 10:35:18.137890
CUST0194,Allen,Marshall,iwheeler@example.net,(852)727-9923x164,318 Randall Green,North Lisa,UT,72873,USA,2026-01-20,Silver,2026-02-07 10:35:18.138126
CUST0195,Michael,Gonzalez,steven06@example.org,001-913-617-8978,52941 Angela Ports Apt. 717,Shawnside,NC,76783,USA,2024-04-08,Silver,2026-02-07 10:35:18.138363
CUST0196,Linda,Murray,taylormiller@example.com,972-210-0840x41966,2450 Hernandez Village,Perezport,OR,69303,USA,2024-05-15,Bronze,2026-02-07 10:35:18.138717
CUST0197,Stephanie,Johnson,robert84@example.org,001-739-893-0544,373 Jessica Route Suite 210,North Juliamouth,KY,44300,USA,2025-07-27,Bronze,2026-02-07 10:35:18.138970
CUST0198,Melissa,Austin,wagnerjennifer@example.net,7263390517,06873 Smith Isle,Lake Sheri,VI,49469,USA,2024-12-31,Silver,2026-02-07 10:35:18.139245
CUST0199,Jacqueline,Green,dthompson@example.net,9323432336,778 Courtney Circles,Derrickport,VT,09263,USA,2024-11-27,Gold,2026-02-07 10:35:18.139496
CUST0200,Kathy,Burns,aroman@example.net,375.620.9961x5022,63846 Jennifer Rapids,Lake Raymond,PR,55871,USA,2024-10-27,Silver,2026-02-07 10:35:18.139736
